order_date,customer_id,product_id,product_category,revenue,quantity,region,customer_acquisition_channel
17/04/2023,C0363,P0017,Tablets,498.62,2,North West,Email
20/06/2023,C0310,P0019,Tablets,3681.81,3,North West,Paid
12/06/2023,C1547,P0085,Smartphones,1336.51,1,South East,Referral
31/05/2023,C1365,P0005,Monitors,658.59,3,North East,Email
23/11/2023,C1850,P0046,Tablets,1393.86,3,West Midlands,Paid
17/01/2024,C2868,P0035,Networking,378.46,2,North West,Paid
21/11/2023,C1148,P0098,Laptops,565.32,3,South East,Organic
10/04/2023,C2817,P0001,Networking,801.3,3,South East,Organic
05/04/2024,C0769,P0079,Tablets,1763.51,1,Wales,Organic
31/07/2023,C2264,P0091,Tablets,828.03,1,Scotland,Paid
15/03/2024,C2102,P0035,Networking,567.69,3,South East,Paid
14/10/2023,C2035,P0035,Networking,189.23,1,West Midlands,Paid
18/05/2023,C0680,P0087,Monitors,1751.24,1,South East,Organic
18/06/2024,C0999,P0025,Tablets,2351.68,2,Scotland,Paid
03/03/2023,C0400,P0050,Networking,1144.67,1,North West,Paid
01/08/2023,C1595,P0083,Accessories,1641.25,1,Scotland,Organic
08/05/2024,C1618,P0068,Networking,5273.73,3,South West,Email
17/02/2023,C3000,P0033,Smartphones,1356.84,1,North East,Referral
09/05/2024,C1784,P0025,Tablets,1175.84,1,Scotland,Social
22/01/2024,C0592,P0054,Smartphones,3130.74,3,London,Paid
09/05/2024,C2823,P0045,Monitors,1758.92,1,North East,Organic
07/04/2023,C2044,P0040,Smartphones,2770,2,London,Organic
20/06/2024,C2115,P0070,Smartphones,4159.92,4,London,Referral
16/04/2023,C2053,P0077,Monitors,2728.4,4,Scotland,Organic
15/06/2023,C1586,P0088,Accessories,5791.53,3,Wales,Social
20/09/2023,C2519,P0064,Monitors,6056.84,4,South West,Organic
27/03/2023,C1644,P0002,Networking,586.31,1,Wales,Social
25/08/2023,C2496,P0031,Networking,1676.52,1,North East,Social
14/09/2023,C2332,P0044,Smartphones,1830.62,1,South West,Referral
23/08/2023,C1223,P0099,Networking,329.6,2,Wales,Social
28/04/2023,C2889,P0054,Smartphones,4174.32,4,London,Organic
12/03/2023,C1531,P0057,Smartphones,1594.55,1,Scotland,Paid
26/05/2023,C2374,P0065,Networking,2853.36,4,South West,Email
18/04/2024,C1136,P0035,Networking,378.46,2,South East,Email
10/09/2023,C0275,P0061,Monitors,3457.04,2,North East,Social
16/12/2023,C0704,P0032,Smartphones,3087.4,4,London,Organic
26/04/2023,C1735,P0087,Monitors,1751.24,1,South West,Paid
10/10/2023,C2107,P0038,Accessories,789.94,1,North West,Social
26/08/2023,C0816,P0040,Smartphones,4155,3,Scotland,Social
02/11/2023,C0787,P0032,Smartphones,771.85,1,London,Paid
04/04/2024,C0981,P0071,Laptops,5242.53,3,South East,Paid
13/12/2023,C1040,P0028,Tablets,7884.72,4,Scotland,Social
20/12/2023,C0501,P0043,Accessories,572.09,1,North West,Social
08/11/2023,C0193,P0018,Accessories,238.6,1,North West,Email
08/09/2023,C0776,P0001,Networking,267.1,1,Wales,Paid
08/05/2024,C2320,P0040,Smartphones,1385,1,Scotland,Paid
09/04/2024,C0410,P0030,Accessories,2368.2,4,South West,Organic
12/05/2024,C2865,P0060,Accessories,1081.77,1,Scotland,Organic
25/02/2024,C2050,P0090,Networking,1768.96,4,London,Social
07/11/2023,C0302,P0065,Networking,1426.68,2,West Midlands,Email
27/01/2024,C0020,P0075,Smartphones,3305.37,3,South East,Email
17/09/2023,C2216,P0001,Networking,534.2,2,Wales,Organic
03/04/2024,C1578,P0073,Monitors,3712.47,3,South East,Social
09/04/2024,C1654,P0015,Tablets,2367.4,4,South West,Social
22/03/2024,C0249,P0092,Networking,1317.26,1,North East,Organic
14/11/2023,C1330,P0100,Laptops,7262.28,4,Scotland,Social
28/04/2024,C0969,P0068,Networking,1757.91,1,Scotland,Organic
28/09/2023,C2377,P0036,Networking,1534.88,4,South West,Paid
26/05/2024,C1082,P0082,Laptops,651.06,3,South East,Social
06/11/2023,C2224,P0076,Monitors,5523.18,3,London,Referral
25/03/2024,C2972,P0090,Networking,884.48,2,South East,Paid
19/12/2023,C1586,P0028,Tablets,1971.18,1,Wales,Social
16/06/2023,C1982,P0068,Networking,1757.91,1,South West,Referral
04/01/2024,C2375,P0057,Smartphones,4783.65,3,South West,Paid
01/05/2023,C0431,P0078,Laptops,268.14,1,London,Paid
29/04/2024,C1607,P0080,Tablets,1550.79,3,South West,Paid
26/12/2023,C1714,P0079,Tablets,5290.53,3,South West,Organic
11/04/2024,C0622,P0062,Laptops,2753.1,2,North East,Referral
04/08/2023,C1213,P0064,Monitors,4542.63,3,West Midlands,Email
26/01/2023,C0833,P0090,Networking,442.24,1,West Midlands,Email
25/01/2024,C2165,P0071,Laptops,5242.53,3,North East,Organic
20/03/2024,C1553,P0033,Smartphones,2713.68,2,North East,Organic
15/06/2024,C0542,P0044,Smartphones,7322.48,4,South West,Organic
29/03/2024,C1806,P0017,Tablets,997.24,4,South West,Referral
24/04/2024,C0168,P0090,Networking,884.48,2,North East,Organic
17/08/2023,C2036,P0087,Monitors,7004.96,4,North West,Social
30/03/2024,C0286,P0054,Smartphones,1043.58,1,London,Email
02/09/2023,C1465,P0013,Laptops,1529.67,1,North West,Referral
05/03/2024,C0707,P0085,Smartphones,2673.02,2,London,Paid
21/06/2023,C1178,P0054,Smartphones,2087.16,2,North West,Organic
05/09/2023,C0213,P0009,Monitors,875.46,2,Scotland,Referral
24/08/2023,C1034,P0048,Networking,2834.28,3,North East,Organic
15/02/2024,C2902,P0095,Smartphones,174.85,1,North East,Referral
22/09/2023,C2899,P0046,Tablets,929.24,2,London,Paid
19/12/2023,C2681,P0062,Laptops,2753.1,2,Scotland,Paid
06/02/2024,C1324,P0018,Accessories,477.2,2,West Midlands,Organic
01/06/2024,C1408,P0057,Smartphones,3189.1,2,South West,Social
19/02/2023,C0136,P0089,Monitors,6091.08,4,West Midlands,Organic
11/12/2023,C1177,P0085,Smartphones,5346.04,4,Wales,Organic
30/04/2023,C2371,P0030,Accessories,592.05,1,West Midlands,Organic
25/12/2023,C1274,P0064,Monitors,3028.42,2,London,Paid
30/03/2024,C1681,P0034,Networking,5629.44,3,North West,Paid
31/01/2023,C1965,P0028,Tablets,7884.72,4,South West,Paid
29/01/2023,C2781,P0014,Smartphones,2822.74,2,London,Organic
14/05/2023,C0692,P0020,Laptops,1472.98,1,Scotland,Social
07/05/2024,C0141,P0027,Networking,494.4,1,Wales,Referral
29/02/2024,C0856,P0057,Smartphones,3189.1,2,South West,Referral
10/05/2024,C0654,P0050,Networking,4578.68,4,Scotland,Social
20/03/2023,C1031,P0013,Laptops,3059.34,2,West Midlands,Referral
23/02/2024,C0712,P0021,Monitors,293.41,1,South West,Email
06/02/2024,C1269,P0091,Tablets,2484.09,3,South East,Paid
29/08/2023,C0798,P0007,Laptops,952.68,2,London,Paid
20/01/2023,C1328,P0097,Smartphones,1197.46,1,London,Organic
14/05/2024,C1279,P0071,Laptops,5242.53,3,South East,Organic
22/01/2023,C0603,P0099,Networking,329.6,2,London,Organic
15/05/2024,C1479,P0002,Networking,1758.93,3,Wales,Email
10/03/2023,C1632,P0077,Monitors,2046.3,3,South West,Referral
11/03/2023,C0228,P0007,Laptops,1429.02,3,North East,Paid
22/04/2024,C1309,P0031,Networking,1676.52,1,South East,Paid
20/02/2024,C2790,P0045,Monitors,7035.68,4,West Midlands,Organic
22/02/2023,C0942,P0081,Smartphones,7048.48,4,London,Paid
16/12/2023,C1198,P0051,Tablets,3013.36,2,Scotland,Organic
17/01/2024,C2080,P0029,Smartphones,6958.56,4,North West,Email
10/08/2023,C1630,P0099,Networking,164.8,1,North East,Organic
01/04/2023,C1064,P0044,Smartphones,5491.86,3,South West,Email
07/06/2023,C0939,P0060,Accessories,2163.54,2,North East,Paid
02/10/2023,C2719,P0047,Accessories,2464.44,3,South East,Referral
16/04/2024,C0029,P0005,Monitors,219.53,1,Wales,Organic
20/04/2023,C2317,P0055,Laptops,6095.12,4,South West,Referral
09/05/2024,C2742,P0031,Networking,3353.04,2,London,Referral
25/12/2023,C0302,P0026,Networking,371.26,2,London,Organic
08/06/2023,C2252,P0031,Networking,5029.56,3,North West,Organic
02/06/2023,C2315,P0025,Tablets,4703.36,4,London,Social
22/07/2023,C1953,P0083,Accessories,4923.75,3,North West,Referral
16/04/2023,C1408,P0029,Smartphones,5218.92,3,Wales,Social
21/03/2023,C1759,P0087,Monitors,3502.48,2,South West,Organic
18/06/2023,C0080,P0071,Laptops,6990.04,4,Wales,Social
15/04/2024,C1240,P0004,Laptops,1369.56,1,West Midlands,Email
03/11/2023,C2300,P0050,Networking,4578.68,4,Scotland,Referral
12/06/2023,C1579,P0083,Accessories,3282.5,2,Wales,Referral
13/06/2024,C2235,P0098,Laptops,376.88,2,South East,Organic
26/04/2024,C2981,P0032,Smartphones,3087.4,4,Scotland,Social
20/03/2024,C2902,P0065,Networking,2853.36,4,South West,Organic
22/09/2023,C1217,P0053,Accessories,1511.78,2,West Midlands,Organic
17/12/2023,C1247,P0030,Accessories,2368.2,4,South West,Organic
21/01/2024,C1483,P0079,Tablets,7054.04,4,South East,Paid
20/02/2024,C2913,P0068,Networking,5273.73,3,Scotland,Social
14/02/2023,C0642,P0002,Networking,586.31,1,Scotland,Organic
30/06/2024,C2652,P0089,Monitors,1522.77,1,West Midlands,Organic
27/04/2024,C2381,P0002,Networking,2345.24,4,London,Referral
21/02/2023,C2325,P0049,Tablets,966.84,3,London,Referral
05/03/2024,C2864,P0099,Networking,494.4,3,South West,Organic
01/03/2024,C0523,P0061,Monitors,5185.56,3,North West,Paid
22/05/2023,C0516,P0052,Accessories,5402.25,3,West Midlands,Referral
03/02/2023,C0905,P0088,Accessories,7722.04,4,Scotland,Organic
28/03/2023,C2941,P0007,Laptops,1429.02,3,London,Email
07/12/2023,C0608,P0072,Tablets,6765.04,4,Scotland,Organic
27/04/2023,C1885,P0041,Laptops,993.28,2,North West,Paid
09/03/2023,C1060,P0011,Accessories,1919.44,4,Wales,Paid
14/01/2023,C0048,P0053,Accessories,755.89,1,West Midlands,Organic
17/08/2023,C0891,P0039,Networking,4175.76,3,West Midlands,Paid
10/11/2023,C0671,P0002,Networking,1172.62,2,Scotland,Social
27/11/2023,C2526,P0035,Networking,756.92,4,North East,Email
07/05/2024,C1953,P0062,Laptops,1376.55,1,Wales,Organic
21/01/2023,C0692,P0093,Accessories,3608.5,2,North East,Social
17/06/2023,C1234,P0085,Smartphones,5346.04,4,Scotland,Paid
11/01/2023,C0175,P0023,Tablets,3334.68,2,North West,Referral
17/01/2023,C2354,P0076,Monitors,1841.06,1,London,Paid
09/04/2024,C1666,P0084,Monitors,1543.38,1,West Midlands,Paid
07/04/2024,C2062,P0062,Laptops,5506.2,4,Scotland,Social
29/11/2023,C1303,P0063,Laptops,4138.02,3,London,Social
18/10/2023,C0722,P0044,Smartphones,3661.24,2,South East,Paid
19/05/2024,C2453,P0083,Accessories,3282.5,2,London,Social
29/03/2024,C1490,P0021,Monitors,880.23,3,Scotland,Referral
10/11/2023,C0947,P0059,Accessories,3176.64,4,London,Organic
06/08/2023,C2752,P0006,Accessories,223.96,2,Wales,Organic
25/04/2024,C2286,P0009,Monitors,875.46,2,Wales,Paid
12/09/2023,C2093,P0055,Laptops,1523.78,1,Scotland,Organic
07/05/2024,C0953,P0085,Smartphones,4009.53,3,Wales,Organic
02/08/2023,C0207,P0016,Smartphones,3833.14,2,Scotland,Paid
14/04/2023,C0733,P0082,Laptops,434.04,2,West Midlands,Social
17/09/2023,C0089,P0100,Laptops,5446.71,3,Scotland,Social
14/04/2024,C0645,P0069,Tablets,1945.18,1,Scotland,Organic
15/02/2023,C1328,P0041,Laptops,496.64,1,North East,Organic
12/09/2023,C0541,P0034,Networking,5629.44,3,South East,Social
14/05/2024,C2903,P0099,Networking,164.8,1,Wales,Email
29/11/2023,C2189,P0081,Smartphones,7048.48,4,London,Social
01/10/2023,C2598,P0057,Smartphones,1594.55,1,West Midlands,Organic
03/11/2023,C1397,P0064,Monitors,6056.84,4,West Midlands,Organic
10/06/2023,C1521,P0044,Smartphones,5491.86,3,South East,Organic
27/08/2023,C2092,P0018,Accessories,238.6,1,South West,Social
19/03/2023,C2402,P0003,Smartphones,322.1,1,Scotland,Social
20/12/2023,C0088,P0050,Networking,3434.01,3,Scotland,Social
14/11/2023,C2504,P0041,Laptops,1489.92,3,South East,Referral
26/04/2024,C0451,P0001,Networking,801.3,3,South West,Social
18/11/2023,C1467,P0098,Laptops,753.76,4,South East,Social
06/02/2024,C1771,P0025,Tablets,2351.68,2,North West,Email
15/05/2023,C1138,P0038,Accessories,3159.76,4,Scotland,Organic
16/03/2024,C0493,P0024,Monitors,7106.52,4,North West,Social
18/03/2023,C2750,P0082,Laptops,651.06,3,North East,Organic
15/05/2023,C0038,P0090,Networking,442.24,1,South West,Paid
16/03/2023,C1281,P0019,Tablets,1227.27,1,West Midlands,Organic
18/11/2023,C2487,P0079,Tablets,7054.04,4,Wales,Referral
06/03/2024,C2440,P0081,Smartphones,7048.48,4,South West,Social
10/11/2023,C0778,P0015,Tablets,1183.7,2,North East,Organic
01/06/2024,C0173,P0040,Smartphones,1385,1,South East,Organic
19/10/2023,C1711,P0039,Networking,1391.92,1,London,Social
02/06/2023,C1989,P0068,Networking,1757.91,1,Scotland,Organic
05/02/2024,C2689,P0093,Accessories,1804.25,1,North East,Email
19/06/2024,C0467,P0073,Monitors,4949.96,4,South West,Social
27/12/2023,C0363,P0056,Laptops,1044.12,3,North East,Email
16/02/2023,C1436,P0095,Smartphones,174.85,1,North East,Paid
14/02/2024,C2281,P0047,Accessories,1642.96,2,North East,Paid
20/06/2024,C0141,P0034,Networking,1876.48,1,South West,Email
14/05/2024,C0642,P0058,Accessories,1213,1,South East,Referral
25/10/2023,C1833,P0009,Monitors,875.46,2,Scotland,Paid
27/12/2023,C1721,P0006,Accessories,335.94,3,London,Paid
17/08/2023,C2979,P0082,Laptops,217.02,1,Scotland,Organic
14/02/2024,C2473,P0071,Laptops,6990.04,4,Wales,Organic
19/09/2023,C1420,P0094,Accessories,857.88,3,Scotland,Paid
23/03/2023,C1066,P0072,Tablets,6765.04,4,South West,Organic
06/02/2023,C1781,P0068,Networking,7031.64,4,North East,Paid
12/03/2023,C2299,P0086,Monitors,1116,3,South West,Social
28/03/2023,C1741,P0003,Smartphones,966.3,3,Wales,Paid
26/12/2023,C2740,P0058,Accessories,3639,3,North East,Organic
07/11/2023,C1020,P0015,Tablets,591.85,1,London,Email
25/03/2024,C0859,P0032,Smartphones,1543.7,2,London,Social
18/05/2023,C1432,P0040,Smartphones,4155,3,North East,Paid
08/08/2023,C0984,P0001,Networking,1068.4,4,South West,Paid
05/09/2023,C0076,P0089,Monitors,3045.54,2,South East,Paid
07/05/2024,C0444,P0043,Accessories,1144.18,2,North East,Organic
17/10/2023,C2243,P0082,Laptops,868.08,4,North West,Organic
16/04/2023,C0589,P0021,Monitors,880.23,3,London,Organic
19/01/2024,C1189,P0074,Smartphones,2337.39,3,Wales,Organic
01/03/2023,C1402,P0007,Laptops,1429.02,3,London,Paid
07/02/2023,C2728,P0070,Smartphones,2079.96,2,South West,Paid
14/04/2024,C0971,P0096,Laptops,4788.8,4,North West,Paid
10/04/2023,C1605,P0001,Networking,534.2,2,London,Organic
16/10/2023,C1019,P0045,Monitors,3517.84,2,London,Organic
23/03/2023,C1193,P0084,Monitors,3086.76,2,Wales,Organic
11/11/2023,C2534,P0014,Smartphones,2822.74,2,London,Paid
12/10/2023,C0436,P0072,Tablets,6765.04,4,North East,Paid
05/10/2023,C1693,P0003,Smartphones,1288.4,4,North West,Paid
23/05/2024,C2840,P0045,Monitors,3517.84,2,Wales,Organic
22/01/2024,C0643,P0068,Networking,3515.82,2,Wales,Organic
02/12/2023,C2589,P0065,Networking,2853.36,4,London,Organic
11/05/2023,C1024,P0052,Accessories,1800.75,1,North West,Organic
21/10/2023,C0160,P0041,Laptops,1489.92,3,North East,Social
07/04/2024,C0419,P0065,Networking,1426.68,2,Wales,Organic
13/01/2024,C2125,P0084,Monitors,1543.38,1,West Midlands,Organic
12/06/2024,C2577,P0064,Monitors,3028.42,2,London,Paid
27/02/2024,C1649,P0085,Smartphones,5346.04,4,London,Social
28/04/2023,C0737,P0027,Networking,988.8,2,North West,Paid
28/10/2023,C1129,P0063,Laptops,5517.36,4,London,Referral
26/01/2024,C0794,P0093,Accessories,7217,4,South East,Paid
30/04/2024,C1602,P0040,Smartphones,4155,3,West Midlands,Paid
09/06/2023,C0061,P0037,Networking,1054.76,2,North West,Social
23/09/2023,C2843,P0026,Networking,371.26,2,West Midlands,Paid
07/02/2024,C0784,P0017,Tablets,249.31,1,Scotland,Social
29/08/2023,C1893,P0056,Laptops,348.04,1,West Midlands,Paid
20/08/2023,C0302,P0043,Accessories,572.09,1,London,Referral
25/01/2024,C2782,P0021,Monitors,1173.64,4,South East,Email
05/05/2023,C2476,P0031,Networking,3353.04,2,North East,Organic
29/03/2023,C0101,P0010,Networking,4252.74,3,South West,Email
05/04/2023,C2054,P0051,Tablets,1506.68,1,South East,Social
09/05/2023,C1292,P0076,Monitors,7364.24,4,North West,Social
12/05/2024,C1677,P0072,Tablets,3382.52,2,West Midlands,Organic
16/02/2023,C0903,P0096,Laptops,3591.6,3,South East,Organic
22/07/2023,C0286,P0027,Networking,494.4,1,South East,Email
17/04/2023,C1279,P0020,Laptops,1472.98,1,Wales,Email
26/08/2023,C0642,P0058,Accessories,3639,3,South East,Paid
03/01/2023,C1269,P0039,Networking,4175.76,3,South West,Organic
05/01/2024,C1697,P0068,Networking,1757.91,1,West Midlands,Social
31/01/2024,C1857,P0097,Smartphones,1197.46,1,West Midlands,Referral
30/05/2024,C1880,P0010,Networking,2835.16,2,South East,Organic
18/04/2023,C1076,P0067,Accessories,168.99,3,North East,Organic
30/04/2024,C0513,P0033,Smartphones,2713.68,2,South West,Paid
28/04/2024,C2457,P0064,Monitors,4542.63,3,London,Paid
02/10/2023,C0112,P0056,Laptops,696.08,2,Scotland,Social
05/04/2024,C1088,P0040,Smartphones,4155,3,South West,Organic
24/08/2023,C1012,P0015,Tablets,591.85,1,Scotland,Paid
23/10/2023,C0365,P0043,Accessories,1144.18,2,North East,Email
14/03/2023,C0018,P0077,Monitors,2728.4,4,London,Organic
12/03/2024,C1847,P0064,Monitors,4542.63,3,Scotland,Email
16/02/2023,C1425,P0040,Smartphones,5540,4,North East,Organic
07/02/2023,C0333,P0002,Networking,586.31,1,North East,Referral
30/10/2023,C1668,P0093,Accessories,1804.25,1,North West,Paid
10/02/2024,C0154,P0097,Smartphones,4789.84,4,West Midlands,Organic
15/10/2023,C1806,P0011,Accessories,1439.58,3,North East,Paid
04/11/2023,C2300,P0081,Smartphones,7048.48,4,West Midlands,Paid
13/06/2024,C0285,P0029,Smartphones,6958.56,4,London,Social
10/09/2023,C1661,P0078,Laptops,268.14,1,London,Email
11/04/2024,C1920,P0053,Accessories,755.89,1,South East,Paid
16/08/2023,C2679,P0058,Accessories,4852,4,Wales,Referral
14/11/2023,C2440,P0080,Tablets,1033.86,2,Scotland,Social
07/02/2023,C1820,P0043,Accessories,572.09,1,South East,Email
17/03/2023,C1812,P0099,Networking,164.8,1,North East,Social
07/02/2023,C1139,P0069,Tablets,1945.18,1,North West,Email
02/10/2023,C1174,P0061,Monitors,5185.56,3,South East,Email
01/01/2024,C1369,P0068,Networking,7031.64,4,South West,Organic
26/08/2023,C0956,P0008,Monitors,3671.82,3,North East,Email
17/12/2023,C1533,P0098,Laptops,376.88,2,Scotland,Referral
22/04/2023,C1967,P0028,Tablets,1971.18,1,Scotland,Social
04/01/2024,C0999,P0050,Networking,1144.67,1,London,Paid
04/07/2023,C1576,P0076,Monitors,7364.24,4,Wales,Organic
31/01/2024,C2940,P0037,Networking,527.38,1,South West,Referral
12/04/2024,C0965,P0021,Monitors,293.41,1,South West,Organic
07/11/2023,C1752,P0060,Accessories,2163.54,2,West Midlands,Paid
05/06/2023,C0804,P0013,Laptops,4589.01,3,North East,Social
07/09/2023,C2547,P0040,Smartphones,2770,2,South West,Referral
02/02/2024,C2267,P0078,Laptops,1072.56,4,South East,Organic
22/03/2023,C0989,P0013,Laptops,4589.01,3,Scotland,Social
08/05/2024,C2495,P0002,Networking,2345.24,4,South West,Email
16/03/2024,C0025,P0022,Accessories,610.98,3,Wales,Referral
14/04/2023,C1957,P0052,Accessories,3601.5,2,Wales,Paid
09/05/2023,C0486,P0060,Accessories,1081.77,1,North East,Organic
26/01/2023,C1611,P0080,Tablets,1033.86,2,Wales,Social
07/02/2024,C1239,P0096,Laptops,4788.8,4,Scotland,Social
03/04/2024,C0064,P0040,Smartphones,1385,1,West Midlands,Referral
02/12/2023,C1478,P0006,Accessories,447.92,4,London,Social
25/08/2023,C2455,P0033,Smartphones,2713.68,2,West Midlands,Referral
01/05/2024,C2850,P0008,Monitors,1223.94,1,North East,Paid
04/06/2023,C1484,P0054,Smartphones,3130.74,3,North West,Referral
26/02/2023,C1349,P0047,Accessories,821.48,1,North West,Paid
24/02/2023,C0030,P0096,Laptops,1197.2,1,South East,Social
24/04/2023,C2733,P0065,Networking,713.34,1,South East,Social
10/03/2024,C0303,P0091,Tablets,3312.12,4,South East,Social
15/04/2024,C0789,P0079,Tablets,5290.53,3,West Midlands,Email
10/06/2024,C0336,P0064,Monitors,3028.42,2,South East,Social
02/01/2023,C0193,P0096,Laptops,2394.4,2,Scotland,Paid
07/11/2023,C2728,P0072,Tablets,6765.04,4,London,Social
19/02/2024,C1959,P0096,Laptops,2394.4,2,Scotland,Referral
12/08/2023,C0302,P0077,Monitors,682.1,1,West Midlands,Referral
25/06/2024,C0512,P0082,Laptops,868.08,4,South West,Email
08/09/2023,C2573,P0065,Networking,2853.36,4,Wales,Email
05/03/2024,C0288,P0040,Smartphones,2770,2,North West,Email
27/06/2024,C2241,P0001,Networking,534.2,2,North West,Organic
07/08/2023,C0335,P0075,Smartphones,4407.16,4,West Midlands,Organic
29/01/2024,C0259,P0016,Smartphones,3833.14,2,London,Organic
28/02/2024,C1073,P0074,Smartphones,779.13,1,North East,Referral
09/03/2024,C2076,P0060,Accessories,2163.54,2,Wales,Email
09/03/2023,C1696,P0041,Laptops,1986.56,4,North East,Organic
07/09/2023,C0604,P0006,Accessories,223.96,2,South East,Social
22/08/2023,C2698,P0007,Laptops,952.68,2,Wales,Organic
30/06/2024,C0612,P0017,Tablets,997.24,4,South West,Email
29/06/2023,C1559,P0045,Monitors,3517.84,2,South West,Referral
25/11/2023,C0678,P0026,Networking,371.26,2,Wales,Organic
29/02/2024,C1054,P0018,Accessories,715.8,3,West Midlands,Referral
13/10/2023,C1018,P0022,Accessories,814.64,4,North East,Paid
29/04/2023,C0305,P0078,Laptops,804.42,3,Scotland,Organic
12/03/2024,C1055,P0058,Accessories,1213,1,London,Paid
26/05/2024,C1962,P0041,Laptops,496.64,1,Wales,Paid
23/12/2023,C2433,P0059,Accessories,794.16,1,North East,Referral
20/06/2023,C1973,P0078,Laptops,1072.56,4,London,Organic
31/12/2023,C2364,P0042,Laptops,1619.84,1,North West,Organic
30/09/2023,C1599,P0064,Monitors,3028.42,2,South West,Organic
27/02/2024,C0732,P0054,Smartphones,4174.32,4,North East,Social
10/08/2023,C0598,P0019,Tablets,2454.54,2,Wales,Paid
16/03/2023,C2193,P0070,Smartphones,1039.98,1,North West,Referral
19/12/2023,C2695,P0055,Laptops,6095.12,4,South West,Social
11/04/2024,C2340,P0022,Accessories,407.32,2,Wales,Email
20/11/2023,C1419,P0003,Smartphones,322.1,1,North West,Organic
07/04/2024,C1104,P0072,Tablets,1691.26,1,South East,Organic
10/08/2023,C1604,P0020,Laptops,5891.92,4,London,Organic
24/06/2024,C1744,P0091,Tablets,1656.06,2,Wales,Paid
19/04/2024,C1766,P0087,Monitors,1751.24,1,South East,Organic
26/10/2023,C2992,P0041,Laptops,993.28,2,Scotland,Organic
15/01/2023,C2225,P0007,Laptops,476.34,1,Wales,Paid
13/09/2023,C0132,P0048,Networking,1889.52,2,North West,Referral
23/05/2023,C2095,P0074,Smartphones,3116.52,4,Scotland,Email
25/06/2023,C0454,P0061,Monitors,1728.52,1,South West,Referral
18/06/2024,C2150,P0100,Laptops,3631.14,2,South East,Organic
27/03/2024,C0941,P0069,Tablets,7780.72,4,Wales,Social
25/10/2023,C2232,P0046,Tablets,1393.86,3,North West,Organic
28/04/2024,C0548,P0088,Accessories,1930.51,1,South East,Referral
24/01/2023,C2255,P0091,Tablets,2484.09,3,North West,Paid
17/09/2023,C2759,P0071,Laptops,1747.51,1,North East,Referral
14/06/2023,C2008,P0094,Accessories,1143.84,4,Scotland,Referral
01/12/2023,C0272,P0078,Laptops,536.28,2,Wales,Paid
04/04/2023,C2804,P0070,Smartphones,1039.98,1,London,Email
24/03/2023,C0133,P0064,Monitors,1514.21,1,West Midlands,Referral
20/09/2023,C2909,P0022,Accessories,407.32,2,North West,Paid
27/06/2023,C0852,P0037,Networking,527.38,1,London,Organic
11/01/2023,C1851,P0074,Smartphones,1558.26,2,North West,Organic
09/02/2023,C0629,P0069,Tablets,3890.36,2,London,Social
14/07/2023,C2743,P0028,Tablets,5913.54,3,North West,Social
09/10/2023,C0809,P0019,Tablets,4909.08,4,Wales,Social
28/04/2023,C1781,P0048,Networking,1889.52,2,London,Social
25/04/2023,C1703,P0017,Tablets,997.24,4,Scotland,Organic
12/03/2024,C2508,P0082,Laptops,868.08,4,South West,Social
09/11/2023,C0038,P0042,Laptops,3239.68,2,Scotland,Social
18/09/2023,C1532,P0058,Accessories,3639,3,West Midlands,Organic
20/01/2023,C1596,P0026,Networking,185.63,1,North East,Paid
20/04/2024,C0018,P0051,Tablets,1506.68,1,West Midlands,Organic
06/12/2023,C2263,P0050,Networking,1144.67,1,South East,Paid
08/04/2023,C2007,P0013,Laptops,6118.68,4,West Midlands,Organic
27/02/2024,C2840,P0079,Tablets,3527.02,2,London,Referral
30/10/2023,C0393,P0068,Networking,1757.91,1,Wales,Organic
19/01/2023,C2680,P0031,Networking,6706.08,4,North East,Organic
19/07/2023,C0501,P0096,Laptops,3591.6,3,North West,Social
17/01/2024,C0655,P0039,Networking,2783.84,2,North West,Organic
19/02/2023,C1329,P0099,Networking,329.6,2,South West,Referral
08/11/2023,C0963,P0016,Smartphones,5749.71,3,West Midlands,Social
10/11/2023,C2036,P0083,Accessories,6565,4,North West,Email
23/07/2023,C2441,P0006,Accessories,335.94,3,London,Social
31/03/2023,C0475,P0069,Tablets,5835.54,3,North West,Social
24/11/2023,C2075,P0067,Accessories,225.32,4,North West,Paid
01/07/2023,C1647,P0080,Tablets,516.93,1,Scotland,Organic
31/03/2024,C1132,P0013,Laptops,1529.67,1,Scotland,Organic
03/01/2024,C2186,P0001,Networking,267.1,1,South West,Organic
18/03/2024,C0277,P0078,Laptops,804.42,3,North West,Organic
14/08/2023,C1508,P0082,Laptops,651.06,3,West Midlands,Referral
09/01/2024,C2443,P0046,Tablets,929.24,2,London,Paid
28/12/2023,C2309,P0008,Monitors,4895.76,4,South West,Paid
22/05/2024,C2456,P0068,Networking,1757.91,1,South East,Referral
04/04/2024,C2427,P0014,Smartphones,2822.74,2,London,Social
06/12/2023,C1916,P0097,Smartphones,4789.84,4,North West,Paid
14/09/2023,C1332,P0085,Smartphones,1336.51,1,South East,Email
01/01/2023,C2251,P0001,Networking,801.3,3,South West,Email
09/02/2023,C0447,P0067,Accessories,168.99,3,North West,Organic
30/07/2023,C0826,P0051,Tablets,6026.72,4,North East,Organic
10/06/2024,C0802,P0020,Laptops,4418.94,3,South West,Paid
